id,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged,usd_pledged_real,usd_goal_real,year
37061948,"Lawless Empire - Control the dice, control your opponents.",Tabletop Games,Games,SGD,2017-03-28,7000,2017-03-12 14:44:40,9434,successful,101,SG,3256.74,6751.11,5009.3,2017
596914988,Metro Moth - A New Superhero,Comic Books,Comics,USD,2014-05-29,7500,2014-04-29 02:44:37,49,failed,7,US,49,49,7500,2014
255903921,Spiral Galaxy Music Studio,Music,Music,USD,2017-09-11,33000,2017-07-13 21:15:43,0,failed,0,US,0,0,33000,2017
1244682223,"Relationship Greeting Cards *Breakup, Counsel, Inspirational",Stationery,Crafts,USD,2017-06-27,10000,2017-06-01 04:53:11,20,failed,1,US,20,20,10000,2017
242758907,Carousel Corn - Popcorn with a Purpose (Foster Care),Food,Food,USD,2016-09-05,3000,2016-08-18 05:24:32,0,failed,0,US,0,0,3000,2016
92190574,Dungeon Advance!,Video Games,Games,USD,2016-07-05,600,2016-05-06 23:01:21,190,failed,8,US,190,190,600,2016
224715250,Diario de un Autostopista por América (Título Provisional),Literary Journals,Publishing,EUR,2015-10-09,12000,2015-08-10 22:12:36,0,canceled,0,ES,0,0,13634.35,2015
1607045598,Plant Sanctuary Fundraiser,Art,Art,USD,2014-08-23,2000,2014-07-22 21:38:41,308,failed,3,US,308,308,2000,2014
424032967,Human Race,Performances,Dance,USD,2015-03-21,500,2015-02-19 21:18:56,0,failed,0,US,0,0,500,2015
2057443090,Black Me Out needs you! Help us to make our new Ep <3,Punk,Music,EUR,2016-04-16,500,2016-02-16 09:29:11,72,failed,5,IT,80.76,81.09,563.15,2016
1405632037,Lilly Pad Project - Memory Quilts from your wardrobe,Textiles,Art,USD,2016-10-14,20000,2016-09-14 00:20:02,160,failed,1,US,0,160,20000,2016
400243433,Waggity Tales: Books for Dogs,Fiction,Publishing,USD,2017-04-18,10000,2017-03-14 16:01:00,392,failed,12,US,50,392,10000,2017
1447319017,Hatsune Miku's 10th Anniversary Advertisement Project,Mixed Media,Art,USD,2017-07-06,800,2017-06-06 17:25:17,4209,successful,62,US,1230,4209,800,2017
1743190204,Jackery Power Pro | Portable 578 Watt-Hour Battery Generator,Gadgets,Technology,USD,2016-11-21,50000,2016-10-18 18:02:13,94825,successful,176,US,31601,94825,50000,2016
675934841,DIVING Doesnt Mean DYING,Documentary,Film & Video,USD,2016-05-20,35000,2016-04-20 23:35:02,16,failed,2,US,16,16,35000,2016
235177687,"SHOCKS - fitness system - by LESU Ltd, inc the Lesu boot",Technology,Technology,GBP,2015-12-11,35000,2015-11-11 20:13:09,0,failed,0,GB,0,0,53052.01,2015
1358689971,Women in Agriculture: A Documentary Short,Documentary,Film & Video,USD,2015-12-06,100,2015-11-09 19:26:52,101,successful,2,US,101,101,100,2015
302566961,MISSION DENIM: Raw Selvedge Denim Jeans (Canceled),Ready-to-wear,Fashion,USD,2014-07-05,20000,2014-05-19 07:13:06,81568,canceled,491,US,81568,81568,20000,2014
894304498,World War Three Esq fantasy novel. Help me create.,Fiction,Publishing,USD,2016-06-03,1500,2016-05-04 15:35:04,0,canceled,0,US,0,0,1500,2016
1105031010,ARTISTX 2.0,Software,Technology,USD,2017-02-22,30000,2016-12-24 13:37:04,527,failed,2,US,0,527,30000,2017
111669426,Life's a game,Illustration,Art,GBP,2015-10-05,20000,2015-09-05 16:34:10,580,failed,7,GB,884.04,889.69,30679.08,2015
1006741652,Vegan & Proud Wristbands WEBSITE,Accessories,Fashion,USD,2015-11-02,2000,2015-09-18 22:38:06,46,failed,5,US,46,46,2000,2015
563820375,Candi Candles - Handmade Cruelty Free Soy Candles,Crafts,Crafts,GBP,2014-05-11,2000,2014-04-11 22:29:23,513,failed,11,GB,861.88,862.3,3361.8,2014
1798749992,The Biscotti Diva,Small Batch,Food,USD,2016-06-21,15000,2016-06-01 08:27:38,0,failed,0,US,0,0,15000,2016
251671628,Hello Baby!,DIY,Crafts,USD,2016-11-28,5000,2016-10-29 04:04:27,5,failed,1,US,0,5,5000,2016
1890219729,Vendetta - Independent Film,Action,Film & Video,USD,2016-05-04,17500,2016-04-01 21:43:25,52,failed,3,US,52,52,17500,2016
440742831,If The Static Clears - Print n' Press,Music,Music,USD,2016-09-17,12500,2016-07-19 01:45:06,13303,successful,140,US,28,13303,12500,2016
560772640,Corky's-Porkys: Barnyard Battle! A family dice & card game,Tabletop Games,Games,USD,2017-01-15,20000,2016-12-07 13:38:32,21717,successful,126,US,4520,21717,20000,2017
1194749030,Super Power,Apparel,Fashion,USD,2015-11-21,2000,2015-09-22 18:26:39,0,failed,0,US,0,0,2000,2015
340719911,Radio Player for New Apple TV,Apps,Technology,USD,2015-11-25,1000,2015-10-26 16:18:57,20,failed,1,US,20,20,1000,2015
991777738,The Experimental Glass Theatre,Performance Art,Art,USD,2014-09-18,2500,2014-08-17 09:11:01,3090,successful,25,US,3090,3090,2500,2014
1401246757,Billionaire Banshee's First Expansion!,Tabletop Games,Games,USD,2017-04-22,10000,2017-03-16 17:49:42,14865,successful,419,US,1519,14865,10000,2017
1577176048,Blind Trip (Vacanza al buio),Web,Technology,EUR,2017-01-28,8000,2016-12-19 17:23:34,0,failed,0,IT,0,0,8592.82,2017
2032145278,"MICA: Custom designed watches using leather, wood, & steel",Accessories,Fashion,USD,2016-07-16,25000,2016-06-06 19:23:03,103153,successful,744,US,42025,103153,25000,2016
573161057,Recording music video clips @The Blue Room Sessions.NL,Music Videos,Film & Video,EUR,2016-09-10,4500,2016-08-11 21:04:52,285,failed,6,NL,0,319.94,5051.7,2016
571709405,Book: Day by Day,Nonfiction,Publishing,CAD,2014-01-21,1250,2014-01-07 21:25:44,4850,successful,49,CA,4566.16,4384.38,1129.99,2014
2045434410,Help... (Canceled),Documentary,Film & Video,USD,2015-09-19,3000,2015-07-21 01:17:32,1,canceled,1,US,1,1,3000,2015
2018808061,Raise The Titanic!,Children's Books,Publishing,GBP,2014-04-07,2000,2014-03-08 15:45:08,2025,successful,26,GB,3389.37,3388.1,3346.27,2014
541966865,AirHarp Ultrasonic Digital Autoharp,Hardware,Technology,USD,2014-04-25,10000,2014-03-26 22:01:35,2709,failed,33,US,2709,2709,10000,2014
1740448105,When Secrets Become Lies,Fiction,Publishing,CAD,2014-12-20,2875,2014-11-20 12:36:04,2875,successful,16,CA,2539.02,2480.16,2480.16,2014
722180106,Lucca Milano | Gorgeous Italian Leather iPhone Cases,Accessories,Fashion,CAD,2017-03-29,1000,2017-02-27 21:32:25,207,failed,2,CA,95.42,155.14,749.46,2017
1273734194,"Let's open a Christian Fashion Store in Gary, Indiana!!!",Apparel,Fashion,USD,2015-04-15,40000,2015-03-06 12:18:22,120,failed,1,US,120,120,40000,2015
1712453781,"Pawcasso- An Art Studio with a ""Pet"" Twist",Painting,Art,USD,2016-03-09,6500,2016-02-08 22:08:24,6,failed,2,US,6,6,6500,2016
1300878287,NightShift Movies presents Hard Core Horror,Horror,Film & Video,USD,2014-10-17,500,2014-09-17 22:36:47,105,failed,3,US,105,105,500,2014
505969351,Green Places App for Eco-Friendly Business Directory,Apps,Technology,USD,2016-07-09,1500,2016-06-09 22:38:43,26,failed,2,US,25,26,1500,2016
899333419,Tragic Kiss | Lingerie & Stories,Apparel,Fashion,USD,2018-01-19,30000,2017-11-20 02:48:07,190,live,1,US,190,190,30000,2018
1328324814,The Appearance of Things,Publishing,Publishing,USD,2016-12-25,40000,2016-11-26 00:59:00,0,failed,0,US,0,0,40000,2016
834767334,"Chocolate that Nourishes the Mind, Body, and Spirit",Small Batch,Food,USD,2014-12-15,12500,2014-11-15 07:58:07,16617.01,successful,271,US,16617.01,16617.01,12500,2014
2059659913,Steel Wheels & Steel Heels 2015,Public Art,Art,USD,2015-09-20,3000,2015-08-06 03:11:15,201,failed,5,US,201,201,3000,2015
245612193,INKKAS® Premium Sustainable Footwear (Canceled),Footwear,Fashion,USD,2015-11-21,40000,2015-10-22 14:14:34,2925,canceled,29,US,2925,2925,40000,2015
1364562319,Zero Patience Gaming Needs a Desktop,Gaming Hardware,Games,USD,2017-02-26,750,2017-01-27 00:26:27,0,suspended,0,US,0,0,750,2017
1969682433,Country Kids,Television,Film & Video,NZD,2016-09-08,500,2016-08-09 02:43:23,600,successful,12,NZ,142.83,441.92,368.27,2016
2040747206,The Twinkle Twinkles,Children's Books,Publishing,GBP,2016-07-17,50000,2016-06-17 13:28:20,10,failed,1,GB,0,13.1,65475.02,2016
1406295133,State School/State of School Math Videos,Camera Equipment,Technology,GBP,2014-10-06,5000,2014-09-06 18:33:13,0,failed,0,GB,0,0,8017.06,2014
1992892353,FPOP – The World´s Smallest NFC Ear Thermometer,Gadgets,Technology,SEK,2015-04-30,170000,2015-03-31 19:00:27,77631,failed,189,SE,9030.15,9335.47,20443.26,2015
116836359,Ingenious Music Academy,Music,Music,USD,2016-01-15,2500,2015-12-16 00:36:00,1,undefined,0,"N,0""",,1,2500,2016
1528919463,'Transformations': Making the Virtual Real,Art,Art,GBP,2014-05-21,4413,2014-04-21 12:00:36,1392,failed,46,GB,2337.39,2344.22,7431.8,2014
131971192,Oak by Digistump: Wi-Fi for all things! (Arduino Compatible),DIY Electronics,Technology,USD,2015-05-27,25000,2015-04-23 21:35:42,182038.62,successful,4371,US,182038.62,182038.62,25000,2015
217524656,Get 'Tina Sederholm: The Good Delusion' to Edinburgh Fringe,Festivals,Theater,GBP,2015-07-03,2500,2015-06-03 22:32:32,2507,successful,57,GB,3811.48,3916.88,3905.94,2015
1243342728,UP your Style and CHANGE a Life!,Accessories,Fashion,USD,2014-11-12,8000,2014-09-30 14:35:38,8841,successful,80,US,8841,8841,8000,2014
263599317,Death Trap,Graphic Novels,Comics,USD,2016-08-05,17500,2016-07-06 18:10:39,7031,failed,69,US,2585,7031,17500,2016
1663017025,One Nation Art Apparel Bringing People Together Forever,Apparel,Fashion,USD,2017-11-12,30000,2017-10-16 23:59:17,356,failed,4,US,5,356,30000,2017
1136613752,Home-Made Middle Eastern Foods,Restaurants,Food,NZD,2015-05-24,25000,2015-03-25 20:58:48,50,failed,2,NZ,38.18,35.6,17802.46,2015
1351812865,Cole Slaw (because who actually likes potato salad?),Small Batch,Food,USD,2014-08-09,9,2014-07-10 13:39:07,0,failed,0,US,0,0,9,2014
1030649557,"""American Flag"" Movement - Music Video & Art Venture",Music Videos,Film & Video,USD,2016-03-22,15000,2016-02-05 21:51:27,1376,failed,19,US,1376,1376,15000,2016
1925567561,Christian Favor: Take Action*Pay it Forward*Change the World,Games,Games,USD,2014-07-04,5000,2014-06-03 17:25:38,1015,failed,13,US,1015,1015,5000,2014
696194994,The Scandinavian Von Doren Timepiece - Art Nouveau Elegance,Product Design,Design,NOK,2017-01-12,200000,2016-12-13 19:37:06,550067,successful,185,NO,8880.49,64741.18,23539.38,2017
735018363,GamerBoardz - Custom Sized Board Gaming Table Tops,Tabletop Games,Games,USD,2017-10-14,40000,2017-09-14 21:24:39,5322,canceled,29,US,1582,5322,40000,2017
2094798923,Audible Yoga - Practice Yoga by Listening,Technology,Technology,USD,2014-03-21,10000,2014-02-17 00:22:34,3272,failed,60,US,3272,3272,10000,2014
1431096410,A recycled fashion show,Public Art,Art,USD,2017-09-10,4000,2017-08-22 00:08:07,120,failed,1,US,0,120,4000,2017
645892932,Dutch Design Week here we come!,Product Design,Design,EUR,2014-10-14,1200,2014-09-14 23:16:09,1223,successful,23,NL,1585.35,1568.25,1538.76,2014
1288077258,Published Novelist,Fiction,Publishing,GBP,2017-02-12,5000,2017-01-13 11:28:59,1,failed,1,GB,0,1.24,6212.11,2017
856924536,A Video Game Con: Retro & Modern Video Game Convention In NJ,Video Games,Games,USD,2015-05-12,4000,2015-03-13 05:02:46,6937,successful,147,US,6937,6937,4000,2015
221389088,Ame: Nightlight Plush + Interactive Bilingual Lullaby,Product Design,Design,USD,2014-09-09,35000,2014-07-21 14:41:14,306,failed,9,US,306,306,35000,2014
92366340,Five Nights at Freddy's: The Savage Children,Music Videos,Film & Video,USD,2016-10-20,3500,2016-09-20 16:42:13,461,canceled,12,US,255,461,3500,2016
1956993460,SmartStrip,Hardware,Technology,USD,2015-01-05,15000,2014-12-06 01:50:46,131,failed,3,US,131,131,15000,2015
1853458814,Better Than Nothing,Webcomics,Comics,CAD,2015-06-14,1500,2015-05-15 13:53:08,1575,successful,16,CA,1317.6,1283.51,1222.39,2015
1047950625,Online Aerial Photography Course by Flying IQ,Software,Technology,USD,2015-09-01,2250,2015-08-03 19:07:52,2250,successful,17,US,2250,2250,2250,2015
551887053,Fight or Flight: Soft Enamel Pins,Mixed Media,Art,AUD,2017-10-29,630,2017-09-29 15:57:54,1564,successful,59,AU,599.18,1200.68,483.65,2017
1310415844,Anti-propaganda,Journalism,Journalism,USD,2014-09-04,10000,2014-08-13 22:05:44,1,failed,1,US,1,1,10000,2014
1380046579,XO Marshmallow: Gourmet Marshmallows Made with Love,Small Batch,Food,USD,2016-10-13,5500,2016-09-13 07:06:18,6288,successful,170,US,431,6288,5500,2016
2624370,Hôtel Room Service (Canceled),Food,Food,EUR,2015-10-07,30000,2015-09-07 13:48:00,0,canceled,0,FR,0,0,34085.87,2015
680520128,One Stop Music Shop,Music,Music,USD,2016-07-17,35000,2016-05-18 18:18:03,0,failed,0,US,0,0,35000,2016
838253474,Weed for Warriors (Canceled),Apparel,Fashion,USD,2014-08-22,10000,2014-07-23 21:58:21,1,canceled,1,US,1,1,10000,2014
1205819622,Buy an Auto Quadcopter Drone FPV (Suspended),Places,Photography,EUR,2015-08-04,1500,2015-07-05 10:47:50,0,suspended,0,ES,0,0,1641.16,2015
237498661,Garrett Garfield,Pop,Music,USD,2015-10-09,20000,2015-09-09 22:17:43,0,failed,0,US,0,0,20000,2015
1467913969,BRICWAVE Xpress-PRO (Aluminum Edition),Gadgets,Technology,USD,2016-08-09,9900,2016-07-05 15:02:43,25022,successful,197,US,6966,25022,9900,2016
1534405225,WinDocks:  Opening Windows to Docker Containers,Software,Technology,USD,2015-10-01,100000,2015-08-21 22:37:32,898,failed,2,US,898,898,100000,2015
380861313,Paperless World Project,Technology,Technology,GBP,2014-07-24,25000,2014-06-24 10:33:59,0,failed,0,GB,0,0,42470.06,2014
153415837,Future Aviators USA,Flight,Technology,USD,2014-11-21,15000,2014-10-22 02:25:03,677,failed,12,US,677,677,15000,2014
967448039,THIS IS NOT A BAND - Baz / Home for Artists,Music,Music,EUR,2015-11-22,3000,2015-09-23 01:15:55,3052,undefined,0,"N,0""",,3229.01,3174,2015
1160903712,Mama's big spoon & heavenly creation's eatery,Food,Food,USD,2017-06-27,70000,2017-05-13 12:19:34,0,failed,0,US,0,0,70000,2017
55343164,T@lkit-M1: from Walkie Talkie to a Network in $199,Gadgets,Technology,SEK,2015-10-05,300000,2015-09-10 07:48:27,6885,canceled,8,SE,818.32,844.03,36776.87,2015
342985874,Lawn Caddy,Product Design,Design,USD,2016-04-21,2000,2016-02-21 01:39:28,0,failed,0,US,0,0,2000,2016
433715755,Multiplayer platform for racing simulations - justrace.net,Web,Technology,EUR,2016-09-05,2000,2016-08-05 17:48:06,1375,failed,27,DE,334.45,1549.35,2253.6,2016
1493377261,Galeria de la Libertad (Imagine Gallery),Public Art,Art,USD,2015-09-13,2500,2015-08-14 03:16:54,10,failed,1,US,10,10,2500,2015
1956304254,Clean Comedy Entertainment,Comedy,Film & Video,USD,2017-02-16,500,2017-01-17 06:47:11,35,failed,2,US,25,35,500,2017
1764873816,Processional Walkway,Public Art,Art,USD,2014-03-01,2500,2014-02-06 01:58:07,2525,successful,50,US,2525,2525,2500,2014
1402756208,I/O: An Electronic Music Documentary,Documentary,Film & Video,CAD,2015-11-28,40000,2015-10-26 12:20:41,41120,successful,388,CA,31231.49,30831.52,29991.75,2015
1679817806,Imy & Me Subscription Boxes (Canceled),Product Design,Design,USD,2015-11-13,3500,2015-10-14 19:30:07,165,canceled,8,US,165,165,3500,2015
1935785316,Character Meeples (2.0) - Upgrade Your Gaming Experience!,Tabletop Games,Games,USD,2016-09-08,25000,2016-08-09 18:01:00,120815,successful,2629,US,8291,120815,25000,2016
1961529475,2018 All Year Round Monthly Planner,Stationery,Crafts,SGD,2017-10-23,150,2017-10-13 16:04:08,0,canceled,0,SG,0,0,109.49,2017
1797561804,"Animaflip - 3D & Animated Prints from Photos, Videos, GIFs..",Design,Design,USD,2014-07-21,3000,2014-06-17 10:11:52,371,failed,12,US,371,371,3000,2014
2004563778,Rebuild Sha community temple in Bhutan,Architecture,Design,USD,2015-09-27,4000,2015-08-28 21:28:07,5183,successful,45,US,5183,5183,4000,2015
1336025757,Blood of the Land,Webcomics,Comics,USD,2016-09-13,1000,2016-08-14 23:52:29,162,failed,6,US,50,162,1000,2016
1607330169,The 2015 Contradance Calendar,Calendars,Publishing,USD,2014-09-12,11500,2014-08-14 06:42:40,13055.5,successful,248,US,13055.5,13055.5,11500,2014
450861050,AlexPrints- Photographer and Dreamer,Places,Photography,GBP,2014-08-15,500,2014-07-27 04:16:07,0,failed,0,GB,0,0,834.5,2014
997451491,"English Country Gents, Heart Healing music by Andy  Butler..",Country & Folk,Music,USD,2014-03-22,15500,2014-02-20 04:23:04,0,failed,0,US,0,0,15500,2014
1290410700,A Living Tradition [Architecture of the Bahamas],Architecture,Design,USD,2017-06-02,9600,2017-05-04 00:41:17,16390,successful,98,US,0,16390,9600,2017
1924282119,Liar's Trivia.  A Party Game that Will Change History,Tabletop Games,Games,USD,2015-11-06,5000,2015-10-07 22:44:02,1706,failed,30,US,1706,1706,5000,2015
1240998402,MOSSCOLLY LTD,Web,Journalism,GBP,2016-07-13,5000,2016-06-13 23:01:51,35,failed,4,GB,42.77,46.77,6681.45,2016
99330150,Making Stuff Up: A Documentary,Documentary,Film & Video,USD,2016-05-07,25000,2016-04-07 12:00:53,471,failed,13,US,471,471,25000,2016
853778156,FeetPeople Shoe Care/Polish Valet Kit,Footwear,Fashion,USD,2016-11-02,5000,2016-10-03 23:55:33,394,failed,8,US,0,394,5000,2016
613662289,All Mixed Up! Counterpoint Sings the Music of Pete Seeger,Country & Folk,Music,USD,2015-05-08,34000,2015-04-08 14:19:43,34950.4,successful,376,US,34950.4,34950.4,34000,2015
1667048023,Project Tomato Salad!,Food,Food,USD,2014-08-17,10,2014-07-18 04:01:25,0,failed,0,US,0,0,10,2014
804301191,100 People Project UK- Art sessions for people with dementia,Art,Art,GBP,2015-07-18,5000,2015-05-19 00:25:22,776,failed,15,GB,1220.39,1200.83,7737.3,2015
1869381269,I LOCK IT - The world's first fully automatic bike lock,Gadgets,Technology,EUR,2016-06-10,100000,2016-05-11 13:51:50,168850.22,successful,1229,DE,192132.01,190868.85,113040.33,2016
974190209,"Cement All at Flux Factory, NYC",Sculpture,Art,USD,2015-07-06,4000,2015-06-21 18:07:13,4052,successful,73,US,4052,4052,4000,2015
373378155,El Natural Athletic Apparel,Apparel,Fashion,USD,2017-05-06,500,2017-04-06 19:08:52,0,canceled,0,US,0,0,500,2017
149220656,Aussie in Japan - A Gaijin's guide.,Documentary,Film & Video,AUD,2016-03-17,10000,2016-01-17 13:36:36,11,failed,2,AU,7.55,8.38,7619.05,2016
119161951,Downs Designs: Special Clothes for Special People,Apparel,Fashion,USD,2014-09-14,5000,2014-08-15 13:31:00,22651,successful,439,US,22651,22651,5000,2014
1954756030,TopGear Volume 5,World Music,Music,USD,2015-06-11,1000,2015-05-12 21:56:25,0,failed,0,US,0,0,1000,2015
1712837159,Battle Wave,Video Games,Games,USD,2014-03-26,250,2014-02-24 18:43:56,20,failed,3,US,20,20,250,2014
625952252,SumGum Chewing Gum (Canceled),Product Design,Design,USD,2015-07-14,35000,2015-05-30 01:29:29,3060,canceled,12,US,3060,3060,35000,2015
1707131511,The Mars Aerial Rover,Robots,Technology,USD,2015-12-15,300000,2015-10-16 17:08:24,82,failed,6,US,82,82,300000,2015
2016403363,Aesent: The World's Most Comfortable Tent,Product Design,Design,USD,2014-04-18,140000,2014-03-18 14:59:51,60760,failed,385,US,60760,60760,140000,2014
450784866,Kidnap Me: The Movie - Completion Funding Sought,Narrative Film,Film & Video,GBP,2014-04-21,15000,2014-03-29 19:40:09,2565,failed,37,GB,4263.34,4311.43,25213.05,2014
1489334473,Jalopy Love Rendition: Junk-yard art/Photography collection,Conceptual Art,Art,USD,2014-05-17,5000,2014-04-17 22:56:51,968,failed,13,US,968,968,5000,2014
153505681,"Bits-N-Pieces - A ""Practical Effects"" Horror Film!",Shorts,Film & Video,USD,2014-08-16,100,2014-06-17 16:26:56,215,successful,5,US,215,215,100,2014
765408014,EXK SWIMWEAR,Apparel,Fashion,EUR,2017-12-02,80000,2017-11-02 16:58:30,164,failed,3,ES,307.07,192.57,93936.41,2017
1937059180,SummerTrain Festival,Performance Art,Art,EUR,2016-07-24,1000,2016-06-24 00:52:58,0,failed,0,FR,0,0,1111.3,2016
1003832819,Desktop CNC Compact Mill & Drill (Canceled),Gadgets,Technology,USD,2015-05-10,65000,2015-04-10 20:19:15,175,canceled,3,US,175,175,65000,2015
1331016491,Get Mrtcupz a Sasuke Hugging Body Pillow Case Cover,Gaming Hardware,Games,GBP,2015-09-16,16,2015-07-18 23:22:00,0,suspended,0,GB,0,0,25.03,2015
1376673923,Penny Bingo fun for the whole family!,Tabletop Games,Games,USD,2017-06-19,800,2017-05-30 16:51:34,81,failed,7,US,40,81,800,2017
1994956567,"Grindstick, control pole for skateboards that creates sparks",Product Design,Design,USD,2014-07-14,2500,2014-06-14 17:03:23,2625,successful,21,US,2625,2625,2500,2014
2138285415,Route 66 Trip,Film & Video,Film & Video,USD,2015-01-18,500,2015-01-13 19:45:28,125,failed,3,US,125,125,500,2015
959110725,The Scarabs - Bicycle® USPCC Playing Cards - Egyptian Theme,Playing Cards,Games,USD,2015-12-16,20000,2015-11-10 20:41:21,53891,successful,1199,US,53891,53891,20000,2015
1982378158,Unknown Entity,Film & Video,Film & Video,GBP,2017-04-22,300,2017-03-21 13:01:40,1,failed,1,GB,0,1.29,388.17,2017
521535524,Nice To Meet You Card Case,Design,Design,GBP,2015-10-31,88000,2015-10-01 02:31:19,10913,failed,131,GB,16547.79,16520.33,133216.26,2015
1631003182,8PACKS is one of the most effective devices for six pack,Product Design,Design,EUR,2016-03-24,110000,2016-02-26 08:59:09,468,failed,8,DE,515.83,522.01,122693.91,2016
1132280175,The Hanged God: Short Story and Art Print,Illustration,Art,USD,2016-11-26,400,2016-10-31 17:09:20,765,successful,14,US,275,765,400,2016
289748965,The Pirates of Miss Fortune,Fiction,Publishing,USD,2015-01-04,5000,2014-12-05 17:49:11,51,failed,2,US,51,51,5000,2015
1921668009,Tales from the Backcountry - Six Months in Western America,Nature,Photography,USD,2015-05-18,5800,2015-04-17 20:35:36,6794,successful,63,US,6794,6794,5800,2015
1613744715,Kenneth Fuchs Commissioned for Hop River Chamber Music,Classical Music,Music,USD,2017-04-10,3333,2017-03-05 17:03:37,3035,failed,23,US,0,3035,3333,2017
1132362095,Ninja High School the Anime and Manga Role Playing Game,Tabletop Games,Games,USD,2016-07-02,2850,2016-06-02 21:30:17,10001,successful,223,US,10001,10001,2850,2016
694498197,Urban Revolution Apparel,Apparel,Fashion,GBP,2015-08-19,2500,2015-07-20 13:19:58,45,failed,1,GB,70.22,70.53,3918.13,2015
557055925,iPower: Charge your devices up to 5x faster (Suspended),Product Design,Design,USD,2015-01-12,1000,2014-12-04 21:49:43,2492,suspended,90,US,2492,2492,1000,2015
844137981,The Rivet wallet,Product Design,Design,EUR,2016-04-30,6000,2016-03-31 09:05:53,6959,successful,153,FR,7858.09,7952.05,6856.2,2016
1189217230,DJI Phantom 1 & 2 Retractable Landing Gear,Flight,Technology,USD,2014-11-04,1500,2014-10-16 08:04:35,2707,successful,29,US,2707,2707,1500,2014
1972484675,"Novel by Marie Huddleston, Publish, Promote, Market a book",Publishing,Publishing,USD,2015-05-09,5000,2015-04-09 20:22:40,0,undefined,0,"N,0""",,0,5000,2015
2001959859,Picasso Loves Shapes,Children's Books,Publishing,USD,2016-09-28,15000,2016-08-29 16:26:08,16711.5,successful,373,US,525,16711.5,15000,2016
1882516064,Indigenous Treasures DREAMING . WORKING . CHANGING,Ready-to-wear,Fashion,AUD,2015-04-24,40000,2015-03-25 13:41:40,124,failed,3,AU,97.41,96.67,31184.22,2015
614990612,Artwork for Equality & Equity: A Poster & Postcard Campaign,Graphic Design,Design,USD,2017-04-26,1100,2017-03-27 18:48:27,1252,successful,27,US,180,1252,1100,2017
2065305541,The Alpha M. Project: Changing Lives One Guy at a Time!,Webseries,Film & Video,USD,2014-09-04,50000,2014-08-05 01:54:06,6981,canceled,63,US,6981,6981,50000,2014
261823078,Little Deadpool Vinyl Stickers,Illustration,Art,USD,2015-12-29,400,2015-11-24 22:50:38,2492,successful,278,US,2492,2492,400,2015
1732736297,Champions Issue 1,Comic Books,Comics,USD,2016-03-31,3500,2016-03-01 15:59:32,4361,successful,64,US,4361,4361,3500,2016
808106861,The Phoenix Down Gamers Lounge,Live Games,Games,USD,2016-07-20,8000,2016-06-09 17:34:43,3363,failed,29,US,3171,3363,8000,2016
1375667151,Between Heaven and Earth,Documentary,Film & Video,EUR,2016-12-06,17600,2016-10-07 21:09:46,17795,successful,90,DE,169.19,18789.73,18583.83,2016
2084724223,MADMOVE,Apps,Technology,EUR,2016-07-03,30000,2016-05-06 17:44:25,11,failed,2,ES,12.63,12.18,33210.09,2016
2011368447,Bring back the Fabulous Wonder Bokeh Lens: Primoplan 58 f1.9,Photography,Photography,USD,2016-10-12,50000,2016-09-09 13:31:02,793266.77,successful,1021,US,191322.8,793266.77,50000,2016
31354004,Julia and the Triple C,Children's Books,Publishing,GBP,2014-03-03,3000,2014-01-27 11:19:58,4091.5,successful,135,GB,6744.63,6861.48,5031.02,2014
1608076,THE DISSIDENT,Graphic Novels,Comics,USD,2016-02-26,15000,2016-01-25 18:41:01,16973,successful,210,US,16973,16973,15000,2016
1064608511,PHIRO: A Smart Robot For Kids - Learn To Code In 5 Ways,Robots,Technology,USD,2015-12-10,50000,2015-11-02 15:35:04,81380,successful,268,US,81380,81380,50000,2015
728213099,"""It's Not Me, It's You"" Goes Video!! (Canceled)",Comedy,Film & Video,USD,2015-05-18,4500,2015-04-13 04:06:10,360,canceled,8,US,360,360,4500,2015
323924445,Qiv41,Food,Food,USD,2014-01-10,125000,2013-12-11 10:55:37,164,failed,5,US,164,164,125000,2014
1253935808,Only on Kickstarter: THE CODING BOOTCAMP BOOK,Publishing,Publishing,USD,2016-10-18,25000,2016-09-18 22:20:41,78,canceled,2,US,78,78,25000,2016
103007934,Thek (Canceled),Children's Books,Publishing,DKK,2016-03-23,60000,2016-02-22 20:29:06,0,canceled,0,DK,0,0,8977.6,2016
1898051363,Chapter and Verse - Marty Bernhaut's podcast,Audio,Journalism,AUD,2017-05-23,500,2017-04-23 05:00:16,660,successful,22,AU,75.27,491.36,372.25,2017
1144852314,AIRaSPACE,Product Design,Design,USD,2017-07-09,1000,2017-06-09 15:42:20,377,failed,8,US,15,377,1000,2017
525022545,Garrett Randolph: Starting Fires In The Dark,Country & Folk,Music,USD,2017-01-16,10000,2016-12-14 21:13:02,616,failed,11,US,0,616,10000,2017
161093647,CreativeFuse Freelance App,Apps,Technology,GBP,2015-06-08,85000,2015-05-09 13:34:47,0,failed,0,GB,0,0,131636,2015
519887351,Game of FAME,Playing Cards,Games,USD,2016-08-04,2500,2016-06-20 13:01:40,548,failed,25,US,518,548,2500,2016
585088415,Carbon Fiber Acoustic Electric Guitars | KLOS Guitars,Product Design,Design,USD,2017-03-12,10000,2017-02-10 22:13:14,302736,successful,518,US,82047,302736,10000,2017
