id,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged,usd_pledged_real,usd_goal_real
1466050954,Giddy-Up Fairytale Cowgirl,Children's Books,Publishing,USD,2013-11-01,3500,2013-10-16 19:09:36,3710,successful,32,US,3710,3710,3500
1048906782,"Rocket City Darkroom, a community darkroom for Huntsville",Fine Art,Photography,USD,2016-02-15,2000,2016-01-16 09:16:41,2326.01,successful,41,US,2326.01,2326.01,2000
242040772,Battleground USA - An Election Strategy Game for iOS!,Video Games,Games,USD,2014-02-18,500,2014-01-14 17:41:54,530,successful,25,US,530,530,500
876711018,Legendary Metal Coins Season 2,Tabletop Games,Games,GBP,2016-03-04,6000,2016-02-11 17:00:32,40215.5,successful,906,GB,58204.38,56936.66,8494.73
850364324,"Woo Park's Debut EP, Smokes",R&B,Music,USD,2014-11-24,8000,2014-10-24 01:09:05,8245.11,successful,135,US,8245.11,8245.11,8000
1225504468,Cult Leader - The Board Game,Tabletop Games,Games,USD,2015-10-26,10000,2015-09-26 15:16:42,1,failed,1,US,1,1,10000
2039491512,Godslayer,Animation,Film & Video,USD,2015-10-12,300000,2015-08-13 02:31:45,1,failed,1,US,1,1,300000
1867013787,Digital Design + Product Fabrication,Design,Design,USD,2012-06-23,25000,2012-05-09 00:49:16,530,failed,10,US,530,530,25000
1050464253,"S.O.S Album, and Tour",Hip-Hop,Music,USD,2012-06-01,30000,2012-05-02 18:56:30,100,failed,1,US,100,100,30000
1741381134,"3D Graphic Novel Comic ""Pandora's Box""",Comics,Comics,USD,2011-10-25,25000,2011-09-25 11:48:27,110,failed,2,US,110,110,25000
1208785225,Exploration of a rebel heart in See Me in the Ray of Light,Fiction,Publishing,USD,2016-09-16,5000,2016-08-17 05:15:53,0,canceled,0,US,0,0,5000
633401446,"Wunderhaus, a stylish family wellness center.",Design,Design,EUR,2015-10-31,50000,2015-10-01 10:24:29,19943,failed,127,DE,22444.38,21666.11,54320.08
209802125,"Play & Learn Cafe, an educational indoor playground for kids",Restaurants,Food,USD,2014-07-26,15000,2014-05-27 02:51:32,15297,successful,193,US,15297,15297,15000
138823451,StayPut Mat:Non-slip drawing mat. No more taping down paper!,Children's Books,Publishing,USD,2016-10-14,22100,2016-08-30 03:28:04,0,failed,0,US,0,0,22100
1814727548,Sacred Spaces: An eco-friendly coloring book for mindfulness,Art Books,Publishing,USD,2016-10-08,9600,2016-09-07 20:12:29,1218,failed,24,US,731,1218,9600
166661244,THE CREEP - a feature film shot on an iPhone!,Film & Video,Film & Video,USD,2011-07-11,40000,2011-06-16 15:53:09,345,failed,9,US,345,345,40000
1909854702,"""Budzillus Swings the Big Apple""",Rock,Music,USD,2010-03-25,2500,2010-02-02 19:31:29,120,failed,7,US,120,120,2500
1442918715,Have you ever tried to teach tough subjects to your children,Academic,Publishing,USD,2016-12-26,5000,2016-11-30 15:50:56,0,failed,0,US,0,0,5000
715048512,Overlords of Chess,Games,Games,GBP,2014-08-16,100000,2014-07-17 00:33:12,760,failed,15,GB,1298.17,1259.88,165774.25
590177160,ChargeMore™ saves your life when your phone is about to die.,Technology,Technology,CAD,2014-10-18,25000,2014-09-18 14:25:17,832,failed,14,CA,757.18,742.19,22301.52
1306067950,One Voice / One Instrument,Music,Music,USD,2011-08-01,4500,2011-06-02 03:48:39,0,failed,0,US,0,0,4500
303757592,ALL HEART ART CART,Art,Art,USD,2012-11-07,2000,2012-10-08 18:05:49,3085,successful,60,US,3085,3085,2000
1598513441,Long Term Time Lapse for Colorado River Film,Documentary,Film & Video,USD,2011-05-26,5000,2011-04-26 17:43:20,5834,successful,83,US,5834,5834,5000
961223621,Success Through Creation (Canceled),Shorts,Film & Video,USD,2016-06-28,15000,2016-05-19 21:32:20,0,canceled,0,US,0,0,15000
583274466,The Preschool Poets: An Animated Film Series,Animation,Film & Video,USD,2016-11-25,15000,2016-10-28 06:00:00,15035,successful,234,US,2424,15035,15000
919524535,"Nothing is Forgotten, a collection of short stories",Comics,Comics,USD,2012-08-01,6500,2012-07-02 14:36:18,38725,successful,962,US,38725,38725,6500
218448544,Ferraro Family DVD Project,Music Videos,Film & Video,USD,2016-12-15,3500,2016-11-11 01:03:37,3705,successful,58,US,0,3705,3500
1467063104,Mansion Lord - A Murder Mystery RPG/Business Sim,Video Games,Games,USD,2013-12-19,28000,2013-11-19 06:00:38,30788.01,successful,1104,US,30788.01,30788.01,28000
1475032413,"My voice, your voice, our voice can make a difference!",Theater,Theater,USD,2017-01-03,20000,2016-12-04 18:07:43,0,failed,0,US,0,0,20000
1028989849,KATIE SCULLIN - PIECES,Music,Music,USD,2016-10-08,18000,2016-09-07 15:22:29,20747,successful,148,US,1200,20747,18000
70676809,Nails... the Contraption... Art and Science on the Playa,Sculpture,Art,USD,2014-04-23,3000,2014-02-22 17:37:28,876,failed,15,US,876,876,3000
924560113,The Euler/Oiler Tee Shirt,Graphic Design,Design,USD,2012-03-07,900,2012-02-06 14:40:31,1395,successful,58,US,1395,1395,900
1727170832,Dispyria,Video Games,Games,USD,2017-06-03,7000,2017-05-04 00:00:20,560,failed,13,US,0,560,7000
1272872734,Gypsy Flame Pizza Restaurant,Restaurants,Food,USD,2016-08-12,50000,2016-06-28 03:52:54,161,canceled,4,US,61,161,50000
1383098900,Swinging Denver,Documentary,Film & Video,USD,2012-11-18,7000,2012-11-02 21:01:48,0,failed,0,US,0,0,7000
2143844953,Completing the new additional to the project. Will update,Video Games,Games,USD,2011-11-13,10000,2011-09-29 05:16:20,70,canceled,3,US,70,70,10000
512212735,GivTree: Revolutionise Charity,Web,Technology,GBP,2014-12-04,15000,2014-11-06 07:15:56,15165,successful,149,GB,24278.22,23787.49,23528.67
492236659,"Cosplay and Furry Fandom production, design, and homeoffice.",Product Design,Design,USD,2017-01-21,10000,2016-12-22 16:30:31,5036,failed,3,US,0,5036,10000
513166396,"Fior di Latte: Real Italian Gelato in Boulder, Colorado",Food,Food,USD,2013-12-05,10000,2013-11-05 11:05:12,10143,successful,62,US,10143,10143,10000
38194018,Scarred: The Beauty in My Pain,Poetry,Publishing,USD,2011-12-02,700,2011-11-02 14:45:29,825,successful,23,US,825,825,700
40951182,POSTTRAUMATIC MONSTER (Canceled),Shorts,Film & Video,USD,2010-09-10,4500,2010-07-21 05:00:52,1760,canceled,17,US,1760,1760,4500
1081995315,"EVERYTHING IS SNAKES - pins, patches, and stickers!",Accessories,Fashion,USD,2017-09-24,895,2017-08-25 23:52:58,1443,successful,61,US,542,1443,895
1696811040,Shadow Light - Cancelled (Canceled),Video Games,Games,EUR,2014-10-05,2000,2014-09-05 08:14:40,12,canceled,2,NL,15.78,15.17,2527.61
1848722042,Skye's Epic Demo,Rock,Music,USD,2010-07-24,500,2010-07-22 15:43:52,549,successful,8,US,549,549,500
1504627432,Bildband Leuchttürme der Nordsee in Infrarot,Photobooks,Photography,EUR,2017-03-19,6000,2017-01-18 22:30:26,0,failed,0,DE,0,0,6482.98
903318402,Shatter Point (Canceled),Video Games,Games,USD,2014-11-05,5000,2014-10-06 04:03:41,15,canceled,2,US,15,15,5000
1012512108,Uncommon Action,Performance Art,Art,USD,2013-02-04,1000,2012-12-30 17:59:09,1130,successful,34,US,1130,1130,1000
2080284269,Lite - simple minimalist wallets,Fashion,Fashion,USD,2014-07-24,1000,2014-06-24 23:00:27,4070.06,successful,225,US,4070.06,4070.06,1000
1861867252,Fast Charging eQUICK Mobile USB Battery Charger,Hardware,Technology,USD,2014-04-17,150000,2014-03-03 09:17:59,1365,failed,16,US,1365,1365,150000
524224592,Hero Smash! The Card Game (Canceled),Tabletop Games,Games,USD,2016-07-20,10000,2016-06-20 17:03:20,45,canceled,3,US,45,45,10000
373264896,The Beehive Project - Bee-ing Helpul! (Canceled),Food,Food,USD,2011-06-27,6000,2011-05-13 05:44:22,832,canceled,28,US,832,832,6000
1882797040,Forging Foreshadows,Fiction,Publishing,USD,2010-11-03,13700,2010-09-22 18:11:12,13838,successful,83,US,13838,13838,13700
1138931675,The Inspirational Sticky Note Collection - Spread the Love,Stationery,Crafts,GBP,2015-04-04,3500,2015-03-05 07:53:02,99,failed,7,GB,152.04,144.45,5106.95
617978296,Bagrak the Car Boot Organiser,Hardware,Technology,GBP,2016-02-03,50000,2016-01-04 18:38:07,100,failed,1,GB,147.6,145.53,72764.32
1186552343,Let's Just wing it!,Apps,Technology,USD,2014-12-20,5000,2014-11-20 19:12:52,0,failed,0,US,0,0,5000
645001892,ON EARTH AS IT IS - The Book,Nonfiction,Publishing,USD,2017-04-21,6000,2017-03-22 17:36:39,6345,successful,117,US,3422,6345,6000
1132362095,Ninja High School the Anime and Manga Role Playing Game,Tabletop Games,Games,USD,2016-07-02,2850,2016-06-02 21:30:17,10001,successful,223,US,10001,10001,2850
1206651871,Burn It Down,Rock,Music,USD,2017-10-19,9579,2017-09-19 23:53:44,0,failed,0,US,0,0,9579
592221024,Optical Mural Nation,Art,Art,USD,2015-03-11,800,2015-02-09 22:45:45,20,failed,1,US,20,20,800
988385273,18 For 18,Plays,Theater,USD,2015-02-25,2000,2015-01-26 17:43:48,2,failed,2,US,2,2,2000
1542227080,Fraud - Card Game,Playing Cards,Games,USD,2017-10-25,10000,2017-09-25 12:58:48,1375,canceled,17,US,544,1375,10000
2033670720,Dave & Pearl,Film & Video,Film & Video,USD,2012-04-08,200000,2012-02-08 21:06:16,2759.58,failed,45,US,2759.58,2759.58,200000
1249905985,The Rec Room: A Family Spot!,Events,Food,USD,2014-12-28,10000,2014-10-29 16:40:52,2000,failed,20,US,2000,2000,10000
1225213200,A Hackerspace Grows in Brooklyn.,Software,Technology,USD,2010-02-15,2000,2010-01-20 22:57:26,3000.96,successful,46,US,3000.96,3000.96,2000
2032616635,7th Standard Summer Fundraiser,Rock,Music,USD,2015-06-26,1000,2015-05-27 19:08:36,10,failed,1,US,10,10,1000
1952116370,Shot Time: Smart Shot Glass. Technology Meets Drinking,Hardware,Technology,CAD,2014-01-09,15000,2013-12-09 13:24:45,1258,canceled,27,CA,1182.35,1156.68,13791.84
513219974,MockTales: Project Molten - Art Book,Comics,Comics,USD,2011-10-16,1000,2011-09-11 06:31:35,1021,successful,21,US,1021,1021,1000
1016645441,The Men Of Narrow Fjord--A Collection by Derek Clarkson,Fashion,Fashion,USD,2012-02-03,5000,2011-12-05 20:52:21,5743.51,successful,106,US,5743.51,5743.51,5000
1749182091,"""Epic Proportions"" by Neo Ensemble Theatre",Theater,Theater,USD,2012-09-03,2000,2012-08-04 00:28:58,2031,successful,28,US,2031,2031,2000
1545515909,The BikeSpike,Technology,Technology,USD,2013-04-09,150000,2013-03-14 19:16:38,152631.57,successful,638,US,152631.57,152631.57,150000
1607636271,Build A Sculpture Garden!,Sculpture,Art,USD,2012-06-03,20000,2012-05-04 07:25:57,130,failed,5,US,130,130,20000
440751949,Dismember the Fallen's Full-Length/Music Video ,Music,Music,USD,2011-05-26,2600,2011-02-24 18:27:16,0,failed,0,US,0,0,2600
748658140,BotNGo - The world's first AI for your flight searches!,Apps,Technology,CAD,2015-12-03,6500,2015-10-19 14:12:57,1897,failed,53,CA,1468.9,1422.36,4873.66
1331980492,"Pilot Episode ""Out of Your Element""",Webseries,Film & Video,USD,2013-12-31,5500,2013-11-14 01:24:19,5660,successful,42,US,5660,5660,5500
317867239,The Spyslide: World's Most Elegant Webcam Cover,Gadgets,Technology,EUR,2017-05-29,5000,2017-04-19 16:52:22,128642,successful,5972,NL,8319.76,144298.37,5608.52
1695383780,Journey from Abuse - A teen girl's photo journal,Photography,Photography,USD,2011-05-18,8000,2011-04-18 07:15:09,0,failed,0,US,0,0,8000
1007011953,Sanga,Video Games,Games,USD,2013-12-18,25000,2013-11-18 18:49:45,4666,failed,44,US,4666,4666,25000
538280640,AIRLOCK: A New Sci-Fi Series from creators of THE TUNNEL,Webseries,Film & Video,AUD,2013-12-13,100000,2013-11-13 00:03:53,30486.33,failed,254,AU,28605.2,27254.01,89397.46
918744118,"Austin Bauer's Debut EP - ""Mountaintop""",Faith,Music,USD,2016-09-05,4100,2016-08-06 23:01:32,4158,successful,31,US,156,4158,4100
1450420380,Clair de Terre / Earthrise,Fiction,Publishing,CAD,2015-03-14,13625,2015-02-11 02:36:16,14094,successful,179,CA,11258.44,11122.16,10752.05
427147730,Novel Solipsist's Dream,Fiction,Publishing,USD,2011-08-13,50,2011-08-11 20:39:29,162,successful,26,US,162,162,50
1376146938,Examination of Records of L.A. County Animal Shelters,Journalism,Journalism,USD,2012-06-06,4000,2012-05-06 06:11:03,433,failed,19,US,433,433,4000
1464835669,Orange & Lemon Cookies for the Masses.,Small Batch,Food,USD,2014-08-08,500,2014-07-09 18:50:45,15,failed,1,US,15,15,500
1907356945,Dyslexie Font: Improving Reading for Dyslexics,Software,Technology,EUR,2016-11-21,35000,2016-10-11 15:42:57,38071.63,successful,1130,NL,1119.26,40325.42,37071.95
1635505204,Pirates: Age of Gravitium,Video Games,Games,EUR,2016-12-22,20000,2016-11-22 11:12:24,2173,failed,60,FR,990.83,2269.93,20892.09
703656255,Très Mag,Fashion,Fashion,USD,2015-02-13,700,2014-12-15 19:21:00,420,failed,2,US,420,420,700
1352697287,SHARK OBJECT(S),Apparel,Fashion,USD,2015-04-11,2000,2015-03-12 03:22:34,2002,successful,16,US,2002,2002,2000
1902021172,Dave Mustaine (Megadeth) & Supa Pirate Booty Hunt,Animation,Film & Video,USD,2011-12-02,2500,2011-10-18 03:52:26,2582.27,successful,26,US,2582.27,2582.27,2500
847582241,OXYGEN FROM BOOKS (Canceled),Publishing,Publishing,USD,2014-10-07,1000000,2014-08-08 21:38:17,1,canceled,1,US,1,1,1000000
1649151858,Grex- Kids will have fun putting their scooters away!,Product Design,Design,USD,2016-10-06,14000,2016-09-06 17:04:51,443,failed,13,US,74,443,14000
976779312,Superstition Mountains In Pictures,Publishing,Publishing,USD,2014-07-10,9260,2014-06-10 04:30:21,10,failed,1,US,10,10,9260
1686652682,GET STOKED BY HEAT STROKE ART (Canceled),Fashion,Fashion,USD,2014-02-22,35000,2014-01-08 00:51:00,500,canceled,1,US,500,500,35000
1948346067,Exemplar: Tales of the New Roman Empire RPG,Tabletop Games,Games,USD,2012-12-31,18000,2012-11-18 23:00:26,1957,failed,46,US,1957,1957,18000
834728059,Designer Nary Manivong launches fashion collection!,Fashion,Fashion,USD,2013-03-08,25000,2013-01-31 05:46:03,5435,failed,61,US,5435,5435,25000
1667856537,Black Peak. The Online Outdoor Community,Interactive Design,Design,GBP,2015-07-01,1000,2015-06-01 17:48:41,14,failed,1,GB,21.41,21.87,1562.38
335293998,"Tesla's Pigeon Takes Manhattan (+ pre-funding for ""Ayn"")",Classical Music,Music,USD,2013-03-30,1000,2013-03-01 00:19:07,3200.11,successful,97,US,3200.11,3200.11,1000
235783834,"Recording a professional, Country Music Album: (Canceled)",Country & Folk,Music,USD,2010-11-11,22000,2010-09-23 10:00:54,0,canceled,0,US,0,0,22000
572646813,Guardians of Peru,Video Games,Games,USD,2016-02-01,5,2015-12-03 23:08:25,0,failed,0,US,0,0,5
1439954666,Bronner Performing Arts Theatre Project,Theater,Theater,USD,2015-08-17,23464,2015-07-20 17:32:07,1241,failed,13,US,1241,1241,23464
1520392566,Make Life Good! - A New Social Lifestyle Products Brand,Design,Design,USD,2015-06-21,5000,2015-05-11 14:34:07,5206,successful,86,US,5206,5206,5000
878552399,Counting Sheep,Animation,Film & Video,USD,2015-06-10,1500,2015-05-11 18:03:20,2031,successful,36,US,2031,2031,1500
945749275,"""Vincent Van Gone: The After Gogh""",Theater,Theater,USD,2011-09-14,10000,2011-08-03 19:06:47,400,failed,13,US,400,400,10000
1183059737,Truth Or Err Social Media Trivia Game,Mobile Games,Games,USD,2017-01-15,20000,2016-12-16 07:45:30,10,failed,1,US,0,10,20000
1660121103,TEAM B Comic Book,Comic Books,Comics,USD,2015-02-27,3000,2014-12-29 04:45:19,1146,failed,34,US,1146,1146,3000
1677341059,inter-view: an interactive music experience,Video Games,Games,USD,2017-11-13,2500,2017-10-17 18:16:01,2533,successful,79,US,80,2533,2500
478131218,SmellySox - Aromatherapy for your feet!,Apparel,Fashion,USD,2014-11-28,20000,2014-10-29 19:56:29,1380,failed,25,US,1380,1380,20000
915578931,60 Hours of Art: A miniFestival,Art,Art,USD,2011-06-13,600,2011-04-26 19:05:09,778.66,successful,18,US,778.66,778.66,600
21360207,"Electric Dandelions Goes To Burning Man, Then Reno",Public Art,Art,USD,2016-05-16,2500,2016-05-01 10:40:48,3135,successful,20,US,3135,3135,2500
780842554,RepliCade: Mini Centipede Arcade Machine Replica 12” Tall,Video Games,Games,USD,2017-11-18,50000,2017-10-17 18:37:02,167281,successful,1302,US,46086,167281,50000
495578058,Sweeney Todd - Prague 2012,Theater,Theater,USD,2012-06-21,3000,2012-05-22 13:50:22,3840.1,successful,51,US,3840.1,3840.1,3000
1804258167,Ethereal Luminescence Photography,Photography,Photography,USD,2014-11-07,7900,2014-10-04 05:21:18,881,failed,6,US,881,881,7900
1995090170,Rte 66 Gasconade River Bridge & Observation Deck & EATERY,Farms,Food,USD,2016-03-24,38200,2016-03-10 20:41:33,300,failed,5,US,300,300,38200
1091482638,Hair How You Like It,Design,Design,USD,2014-12-08,5000,2014-10-09 23:14:56,0,failed,0,US,0,0,5000
583713735,Dressed To Win,Video Games,Games,USD,2012-07-26,160000,2012-06-26 14:07:14,76,failed,2,US,76,76,160000
323009395,ARBITER,Shorts,Film & Video,USD,2017-02-22,5000,2017-01-23 19:51:28,7194,successful,66,US,1620,7194,5000
1881587719,HOLOGRAPHIC - 2013 Concert and Commission Campaign,Classical Music,Music,USD,2013-03-01,7500,2013-01-30 19:01:51,8300,successful,136,US,8300,8300,7500
1157170597,Let's Make Better Online Beginner Guitar Lessons,Music,Music,GBP,2015-03-02,317,2015-02-10 14:43:25,793,successful,49,GB,1209.5,1204.11,481.34
642039479,"Finding the Treasure of El Angel Bueno, a Documentary",Documentary,Film & Video,USD,2016-12-02,45000,2016-10-18 04:19:05,89,canceled,2,US,50,89,45000
2033857588,Inspirational BASE Jump (Suspended),Electronic Music,Music,USD,2015-01-14,4000,2014-12-15 08:13:43,0,suspended,0,US,0,0,4000
1680673906,The Atlantian,Graphic Novels,Comics,USD,2015-05-31,6000,2015-04-08 04:04:13,55,failed,3,US,55,55,6000
1409373261,Bring 'Stink' to life!,Comics,Comics,USD,2010-08-25,700,2010-05-29 03:43:00,700,successful,14,US,700,700,700
469263957,Chö Nor: A Geocultural Study of the Sacred,Nonfiction,Publishing,USD,2011-08-18,5000,2011-07-04 20:39:00,5117.69,successful,63,US,5117.69,5117.69,5000
1607862250,SAER DOLIAU (Canceled),Theater,Theater,GBP,2013-01-01,1500,2012-11-22 00:49:27,20,canceled,1,GB,31.82,32.04,2402.81
784407303,IT'$ FREE - A Feature Film,Narrative Film,Film & Video,USD,2015-03-16,7000,2015-02-14 16:56:36,7245,successful,62,US,7245,7245,7000
1654807949,"The ""Statues"" EP Fundraiser",Rock,Music,USD,2012-05-23,700,2012-04-23 19:57:19,452.01,failed,13,US,452.01,452.01,700
174595952,Project: Green Ribbon,Nonfiction,Publishing,USD,2015-03-07,1500,2015-02-05 23:22:43,630,failed,18,US,630,630,1500
582898010,Autopriest Solo Album: Part 1 of 5  {Radii},Rock,Music,USD,2013-11-15,550,2013-10-16 12:38:19,575,successful,3,US,575,575,550
1285071147,The Last Knife Sharpener - Documentary (2014),Documentary,Film & Video,GBP,2014-03-31,800,2014-03-01 00:07:19,845,successful,15,GB,1408.96,1400.33,1325.75
1224377216,ECLIPSE - Say Goodbye to Messy Cables,Product Design,Design,USD,2016-11-18,50000,2016-10-26 16:52:24,939071.99,successful,8907,US,156282,939071.99,50000
1471329171,Ravaged,Video Games,Games,USD,2012-05-20,15000,2012-04-05 17:56:50,38767.66,successful,1221,US,38767.66,38767.66,15000
381348624,Help me fuel my blog.,Web,Journalism,USD,2014-08-16,5000,2014-07-17 03:34:37,0,failed,0,US,0,0,5000
950200819,My Body Re-Sculpture,Conceptual Art,Art,USD,2014-09-18,20000,2014-08-19 16:15:43,0,failed,0,US,0,0,20000
1236007624,"""The First Pitch"": Hand-Signed Prints that Help a Ball Team",Illustration,Art,USD,2016-09-16,500,2016-08-17 04:24:47,74,failed,4,US,62,74,500
1562414496,GREG KOJAR: Pop/Soul/Adult Contemporary SOLO ALBUM,Pop,Music,USD,2015-03-31,10000,2015-02-28 08:00:11,371,failed,8,US,371,371,10000
1214698152,DREAMER- Full-Length Motion Picture of a Modern-Day Joseph,Film & Video,Film & Video,USD,2013-07-07,375000,2013-05-08 23:31:56,781,failed,12,US,781,781,375000
154696533,The Files & Fires' New Record - Winter 2012,Music,Music,USD,2012-09-19,1500,2012-08-14 02:38:35,1523,successful,45,US,1523,1523,1500
662724874,Parallel,Comics,Comics,USD,2012-05-11,800,2012-04-11 07:09:18,833,successful,14,US,833,833,800
1638600970,"MMXIV: Staffs Uni, Ba Hons: Fine art Degree show, 2014.",Art,Art,GBP,2014-05-23,800,2014-04-30 01:08:10,800,successful,27,GB,1343.15,1347.25,1347.25
1706482005,CupCake Goddess Kick Off Campaign!,Food,Food,USD,2013-09-14,25000,2013-08-15 01:08:54,275,failed,7,US,275,275,25000
1437554770,DARE SAY HIS NAME - OSER DIRE SON NOM,Theater,Theater,EUR,2015-07-08,6000,2015-06-09 05:00:51,0,failed,0,FR,0,0,6711.03
1284735286,Senegal Community Radio Project,Audio,Journalism,GBP,2015-01-31,1495,2014-12-24 16:16:54,66,failed,5,GB,102.92,101.1,2290.03
645267933,Waiting for Godot: The Musical!,Musical,Theater,USD,2017-09-29,100,2017-09-14 06:35:57,46,failed,4,US,16,46,100
1866789327,Lilly's Curse - A Student Film,Shorts,Film & Video,USD,2011-08-18,3000,2011-06-23 21:30:02,360,failed,9,US,360,360,3000
765788910,Black Kite Cycling Backpack,Product Design,Design,USD,2015-07-24,24000,2015-06-18 05:03:38,30736.11,successful,257,US,30736.11,30736.11,24000
1528526076,Natalia captures negative space,Art,Art,USD,2010-11-13,1200,2010-10-14 20:49:38,1250,successful,26,US,1250,1250,1200
1702316588,Color Collaboration- Interactive Fiber Art Installation,Installations,Art,USD,2014-09-20,2420,2014-08-06 21:29:10,1000,failed,22,US,1000,1000,2420
1138808791,A House Among Us // A Feature Film,Drama,Film & Video,USD,2015-08-14,15000,2015-07-15 02:00:09,3504,failed,80,US,3504,3504,15000
148711619,"""Reckless Abandon"" Any donation amount is fine, no minimum.",Rock,Music,USD,2016-01-26,7000,2015-12-27 21:33:54,7120,successful,36,US,7120,7120,7000
1625466043,Consomnio Studios,Animation,Film & Video,CAD,2015-03-26,650000,2015-02-24 21:52:58,6,failed,2,CA,4.78,4.8,519625.87
1650094098,Long Ago and Far Away,Graphic Novels,Comics,USD,2016-05-03,28000,2016-03-29 17:54:44,31524.38,successful,499,US,31524.38,31524.38,28000
1096109557,An Artisan Dipping Dish: From Handmade to Restaurant Grade,Food,Food,USD,2012-05-02,21000,2012-03-16 03:24:33,750,failed,20,US,750,750,21000
964202343,PaperLight™ | Turn Your Computer Into a Large Smart Board!,Hardware,Technology,USD,2016-07-07,151000,2016-06-07 18:36:27,3663,failed,9,US,3663,3663,151000
1353954919,"Soul Time Night Lights- Color, Crystals and Stars",Crafts,Crafts,USD,2017-02-22,555,2017-01-31 20:35:21,204,failed,6,US,50,204,555
225258298,"Miami, Very Social a comedy based on Miami life.",Webseries,Film & Video,USD,2011-10-15,5500,2011-09-15 08:28:59,140,failed,7,US,140,140,5500
1085793765,Cicada Rhythm's first full Album,Country & Folk,Music,USD,2013-09-22,8000,2013-08-21 23:50:23,10120,successful,189,US,10120,10120,8000
486056450,"""The Invisible Conversations with Your Aging Parents"" Tour",Nonfiction,Publishing,USD,2012-06-27,14000,2012-05-24 14:38:02,125,failed,6,US,125,125,14000
852346728,THE PERFECT SCHOOL: Help Children Succeed in Amazing Ways,Academic,Publishing,CAD,2015-01-07,12000,2014-12-17 20:43:11,20,canceled,2,CA,17.19,16.92,10152.28
1688409982,Aziani Vouge Apparel,Apparel,Fashion,USD,2016-07-16,1000,2016-05-17 20:49:32,0,failed,0,US,0,0,1000
1499303993,The Guardian (Canceled),Science Fiction,Film & Video,USD,2015-07-26,100000,2015-06-26 11:39:53,60,canceled,6,US,60,60,100000
1431178729,Ram and Raven Enamel Pin,Art,Art,USD,2017-06-26,550,2017-05-29 04:11:21,1187,successful,61,US,598,1187,550
982337492,Solar powered LED lit up Real Estate signs,Gadgets,Technology,USD,2015-01-07,10000,2014-11-08 17:12:11,1,failed,1,US,1,1,10000
206282891,Capture a Memory To preserve a Legacy,Animals,Photography,USD,2014-08-08,12000,2014-07-18 03:56:03,230,failed,4,US,230,230,12000
2143507663,"Bowie + Kraftwerk inspired Synthpop, the 80s + The Future",Nonfiction,Publishing,GBP,2015-06-16,2100,2015-05-08 14:59:51,2592,successful,106,GB,3949.3,4105.29,3326.05
491796966,SEASONS RAIN,Film & Video,Film & Video,USD,2012-08-14,48000,2012-06-30 20:19:52,30,failed,1,US,30,30,48000
1122990697,"""Monique's Curls"" A book building confidence in girls!",Children's Books,Publishing,USD,2013-07-03,1170,2013-06-03 18:56:36,41,failed,4,US,41,41,1170
1426006030,"Qlic - The Universal, Charging Tablet Stand (Canceled)",Product Design,Design,GBP,2016-07-27,34000,2016-06-27 12:03:47,250,canceled,4,GB,341.69,329.18,44768.06
1439190758,LarpLad,Web,Journalism,USD,2015-12-21,600,2015-11-21 15:10:04,0,failed,0,US,0,0,600
1640388208,GIVE CHASE,Shorts,Film & Video,USD,2012-04-07,9225,2012-02-23 06:34:04,10088,successful,142,US,10088,10088,9225
1247366158,Word Sphynx: Riddles & Rewards (Canceled),Video Games,Games,USD,2012-10-31,35000,2012-10-16 22:54:02,450,canceled,5,US,450,450,35000
614508219,Confessions of a Belly Dancer,Theater,Theater,USD,2012-09-29,2500,2012-08-01 20:52:35,2568,successful,39,US,2568,2568,2500
1438006340,Luna Verde Permaculture,Community Gardens,Food,USD,2015-04-27,20000,2015-02-26 08:44:46,469,failed,7,US,469,469,20000
1354421965,THE HEROICS OF A SHEEP DOG,Children's Books,Publishing,USD,2015-05-22,6500,2015-04-21 08:46:05,496,failed,13,US,496,496,6500
1105487882,generated labyrinth,Video Games,Games,USD,2015-08-18,3000,2015-06-29 19:50:56,77,failed,5,US,77,77,3000
82246438,The Kill Switch,DIY Electronics,Technology,USD,2015-03-16,75000,2015-01-30 23:02:11,6,failed,2,US,6,6,75000
2113097677,Mystery Men! A Rules-Lite Comic Book Hero Game,Games,Games,USD,2010-10-13,210,2010-09-13 03:40:41,290,successful,14,US,290,290,210
1346477360,Deadly Venoms (Canceled),Video Games,Games,GBP,2015-10-29,18000,2015-09-28 20:30:26,247,canceled,18,GB,374.94,378.89,27611.6
2139474554,"BakeBox: The inspiration you crave, delivered to you monthly",Food,Food,USD,2013-03-17,3000,2013-02-15 14:38:32,3201,successful,90,US,3201,3201,3000
1627471100,OSEMO Project: Control your car the way you want.,DIY Electronics,Technology,USD,2014-12-04,15000,2014-11-04 22:01:20,5906,failed,43,US,5906,5906,15000
1717135761,STREET FIGHTING MAN - a feature-length documentary,Documentary,Film & Video,USD,2010-09-04,6500,2010-07-19 08:04:20,8151.9,successful,153,US,8151.9,8151.9,6500
1110463400,Staten Island OutLOUD Summer 2015,Performance Art,Art,USD,2015-06-28,400,2015-06-03 13:39:01,591,successful,16,US,591,591,400
1770577955,Sketch,Shorts,Film & Video,USD,2012-04-19,60000,2012-03-20 02:20:27,11470,failed,57,US,11470,11470,60000
394079523,The Game Development Guild - Affordable Game Design Lessons,Video Games,Games,USD,2016-03-03,100,2016-01-03 08:14:17,285,successful,10,US,285,285,100
